,run_date,run_dataset_used,n_epoch,n_class_frames,ensembles_ran,classes_ran,file_name,test_on_train,model_locations,lr,random_seed,hidden_dim,latent_dim,activation,loss_fn,batch_size,torch_version,lightning_version,device
0,01_Jan_2026,/content/data/python-made_trial_timeseries_raster_2025-12-21 12.parquet,50,500,"['Early_IA_Correct', 'Early_RS_Correct', 'Early_IA_Error', 'Early_RS_Error']","['Early_IA_Correct_v_Early_IA_Error', 'Early_IA_Correct_v_Early_RS_Correct', 'Early_IA_Error_v_Early_RS_Error', 'Early_RS_Correct_v_Early_RS_Error']",/content/torch_model_storage_01_Jan_2026/Autoencoder_latent_space_01_Jan_2026_500Sample.parquet,False,/content/torch_model_storage_01_Jan_2026,0.0125,3801047738599617567,9,2,Mish,MSE,250,2.9.0+cpu,2.6.0,cpu
