run_date,run_dataset_used,n_epoch,n_class_frames,ensembles_ran,classes_ran,file_name,test_on_train,model_locations,lr
27_Jun_2025,G:\My Drive\Colab notebooks\lightning_autoencoder/data/Dlx56_Normalized Trial Calcium Timeseries_20_Jun_2025.parquet,50,500,"['Early_IA_Correct', 'Early_RS_Correct', 'Early_IA_Error', 'Early_RS_Error']","['Early_IA_Correct_v_Early_IA_Error', 'Early_IA_Correct_v_Early_RS_Correct', 'Early_IA_Error_v_Early_RS_Error', 'Early_RS_Correct_v_Early_RS_Error']",Autoencoder_latent_space_27_Jun_2025_500Sample,False,torch_model_storage_27_Jun_2025\,0.0125
